"","indic_is.ind_type.unit.geo.time","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006","X2005","X2004","X2003","X2002"
"813","I_B3_12,F_I3_4,PC_IND_ILT12,EU15","10 ","12 ","12 ","11 ","12 ","13 ","12 ","13 ","12 ","13 ","13 ","12 ","13 ","13 ",": ",": "
"814","I_B3_12,F_I3_4,PC_IND_ILT12,EU25",": ",": ",": ",": ",": ",": ",": ","13 ","12 ","13 ","12 ","11 ","11 ","12 ",": ",": "
"815","I_B3_12,F_I3_4,PC_IND_ILT12,EU27","11 ","12 ","13 ","12 ","12 ","13 ","12 ","13 ","12 ","12 ","12 ","11 ","11 ","12 ",": ",": "
"816","I_B3_12,F_I3_4,PC_IND_ILT12,EU28","11 ","12 ","13 ","12 ","12 ","13 ","12 ","13 ","11 ","12 ","12 ",": ",": ",": ",": ",": "
"817","I_B3_12,F_I3_4,PC_IND_ILT12,FI","15 ","23 ","26 ","13 ","16 ","17 ","16 ","21 ","17 ","20 ","22 ","18 ","21 ","11 ",": ",": "
"818","I_B3_12,F_I3_4,PC_IND_ILT12,FR","12 ","18 ","19 ","17 ","19 ","19 ","18 ","18 ","15 ","17 ","15 ",": u",": ",": ",": ",": "
"819","I_B3_12,F_I3_4,PC_IND_ILT12,HR","16 ","10 ","6 ","7 ","10 ","11 ","10 ","7 ","10 ","3 ","8 ",": ",": ",": ",": ",": "
"820","I_B3_12,F_I3_4,PC_IND_ILT12,HU","15 ","15 ","15 ","13 ","15 ","13 ","13 ","11 ","11 ","9 ","7 ","4 ","5 ","2 ",": ",": "
"821","I_B3_12,F_I3_4,PC_IND_ILT12,IE","9 ","23 ","11 ","10 ","13 ","15 ","13 ","13 ","12 ","9 ","14 ","12 ","12 ","6 ",": ",": "
"822","I_B3_12,F_I3_4,PC_IND_ILT12,IS","20 ",": ",": ","20 ","27 ","22 ","18 ","16 ","21 ","15 ","23 ","16 ","16 ","13 ",": ",": "
"823","I_B3_12,F_I3_4,PC_IND_ILT12,IT","13 ","13 ","11 ","11 ","9 ","9 ","8 ","9 ","7 ","7 ","5 ","6 ","3 ",": ",": ",": "
"824","I_B3_12,F_I3_4,PC_IND_ILT12,LT","10 ","13 ","11 ","10 ","9 ","7 ","7 ","5 ","2 ","2 ","3 ","4 ","0 n","1 ",": ",": "
"825","I_B3_12,F_I3_4,PC_IND_ILT12,LU","13 ","8 ","13 ","16 ","13 ","12 ","16 ","14 ","14 ","22 ","15 ","12 ","12 ","11 ",": ",": "
"826","I_B3_12,F_I3_4,PC_IND_ILT12,LV","13 ","16 b","12 ","11 ","13 ","10 ","11 ","11 ","14 ","9 ","8 ","4 ","3 ",": u",": ",": "
"827","I_B3_12,F_I3_4,PC_IND_ILT12,ME","5 ",": ",": ",": ",": ","3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"828","I_B3_12,F_I3_4,PC_IND_ILT12,MK","6 ","5 ","5 ","2 ","3 ","2 ",": ",": u",": u",": u",": ","0 ",": ",": u",": ",": "
"829","I_B3_12,F_I3_4,PC_IND_ILT12,MT","12 ","8 ","6 ","10 ","9 ","12 ","16 ","10 ","20 ","15 ","16 ","17 ","10 ",": ",": ",": "
"830","I_B3_12,F_I3_4,PC_IND_ILT12,NL","12 ","12 ","16 ","12 ","14 ","16 ","17 ","18 ","16 ","17 ","14 ","12 ","15 ",": ",": ",": "
"831","I_B3_12,F_I3_4,PC_IND_ILT12,NO","19 ","13 ","15 ","17 ","18 ","17 ","17 ","17 ","20 ","16 ","23 ","18 ","25 ","13 ",": ",": "
"832","I_B3_12,F_I3_4,PC_IND_ILT12,PL","15 ","14 ","16 ","13 ","12 ","13 ","14 ","13 ","7 ","9 ","7 ","6 ","3 ","3 ",": ",": "
"833","I_B3_12,F_I3_4,PC_IND_ILT12,PT","15 ","14 ","13 ","14 ","17 ","17 ","15 ","11 ","10 ","7 ","9 ","6 ",": u",": u",": ",": "
"834","I_B3_12,F_I3_4,PC_IND_ILT12,RO","6 ","5 ","5 ","6 b","7 ","4 ","5 ","2 ","0 n","3 ","2 ","2 ",": ",": ",": ",": "
"835","I_B3_12,F_I3_4,PC_IND_ILT12,RS","17 ",": ","11 ",": ",": ",": ",": ",": ","4 ",": ","2 ",": ",": ",": ",": ",": "
"836","I_B3_12,F_I3_4,PC_IND_ILT12,SE","14 ","11 b","15 ","17 ","18 ","17 ","17 ","17 ","20 ","15 ","18 ","14 ","15 ","11 ",": ",": "
"837","I_B3_12,F_I3_4,PC_IND_ILT12,SI","13 ","11 ","11 ","13 ","14 ","18 ","14 ","12 ","13 ","8 ","8 ","7 ",": u",": u",": ",": "
"838","I_B3_12,F_I3_4,PC_IND_ILT12,SK","16 ","18 ","20 ","17 ","16 ","17 ","17 ","17 ","17 ","10 ","7 ","7 ","5 ","5 ",": ",": "
"839","I_B3_12,F_I3_4,PC_IND_ILT12,TR","11 ","8 ","9 ","9 ","6 ","5 ",": ","3 ","2 ","3 ","1 ",": ","1 ","1 ",": ",": "
"840","I_B3_12,F_I3_4,PC_IND_ILT12,UK","6 ","6 ","8 ","6 ","7 ","11 ","9 ","10 ","10 ","13 ","13 ","11 ","13 ","15 ",": ",": "
"841","I_B3_12,F_I5_8,PC_IND,AT","11 ","10 ","14 ","11 ","15 ","9 ","9 ","15 ","16 ","13 ",": u","13 ","10 ","12 ",": ",": "
"842","I_B3_12,F_I5_8,PC_IND,BE","12 ","11 ","16 ","14 ","17 ","18 ","17 ","15 ","13 ","11 ","10 ","9 ","7 ",": ",": ",": "
"843","I_B3_12,F_I5_8,PC_IND,BG","11 ","10 ","11 ","11 ","8 ","9 ","4 ","4 ","4 ","3 ","2 ",": u",": ","0 n",": ",": "
"844","I_B3_12,F_I5_8,PC_IND,CH","4 b",": ",": ","4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"845","I_B3_12,F_I5_8,PC_IND,CY","11 ","11 ","8 ","6 ","8 ","6 ","10 ","7 ","5 ","3 ","3 ","4 ","2 ","2 ",": ",": "
"846","I_B3_12,F_I5_8,PC_IND,CZ","25 ","22 b","22 ","21 ","22 ","20 ","23 ","18 ","17 ","14 ","14 ","11 ","6 ","8 ",": ",": "
"847","I_B3_12,F_I5_8,PC_IND,DE","7 ","8 ","7 ","8 ","9 ","10 ","11 ","12 ","11 ","14 ","13 ","12 ","12 ","13 ",": ",": "
"848","I_B3_12,F_I5_8,PC_IND,DK","9 b","9 ",": u","10 ","12 ","12 ","13 ","14 ","17 ","14 ","16 ","31 ","29 ","21 ",": ",": "
"849","I_B3_12,F_I5_8,PC_IND,EA","12 ","12 ","14 ","13 ","13 ","13 ","13 ","12 ","13 ","12 ","11 ","10 ","9 ",": ",": ",": "
"850","I_B3_12,F_I5_8,PC_IND,EE","13 ","12 ","15 ","14 b","9 ","9 ","4 ","6 ","10 ","5 ","5 ","5 ",": u","4 ",": ",": "
"851","I_B3_12,F_I5_8,PC_IND,EL","9 ","12 ","11 ","9 ","11 ","7 ","8 ","7 ","4 ","4 ","4 ","5 ","1 ","1 ",": ",": "
"852","I_B3_12,F_I5_8,PC_IND,ES","12 ","13 ","14 ","17 ","14 ","14 ","14 ","9 ","12 ","11 ","10 ","9 ","6 ","5 ",": ",": "
"853","I_B3_12,F_I5_8,PC_IND,EU15","10 ","10 ","12 ","11 ","11 ","13 ","12 ","11 ","13 ","12 ","11 ","10 ","10 ","11 ",": ",": "
"854","I_B3_12,F_I5_8,PC_IND,EU25",": ",": ",": ",": ",": ",": ",": ","11 ","12 ","12 ","11 ","10 ","9 ","10 ",": ",": "
"855","I_B3_12,F_I5_8,PC_IND,EU27","11 ","11 ","13 ","12 ","12 ","13 ","13 ","11 ","12 ","11 ","11 ","10 ","9 ","10 ",": ",": "
"856","I_B3_12,F_I5_8,PC_IND,EU28","11 ","11 ","13 ","12 ","12 ","13 ","13 ","11 ","12 ","11 ","11 ",": ",": ",": ",": ",": "
"857","I_B3_12,F_I5_8,PC_IND,FI","13 ","20 ","20 ","15 ","16 ","20 ","17 ","18 ","20 ","22 ","19 ","19 ","16 ","12 ",": ",": "
"858","I_B3_12,F_I5_8,PC_IND,FR","14 ","13 ","17 ","14 ","16 ","16 ","15 ","15 ","17 ","16 ","12 ","8 ",": ",": ",": ",": "
"859","I_B3_12,F_I5_8,PC_IND,HR","11 ","13 ","13 ","13 ","12 ","12 ","14 ","9 ","6 ","3 ","7 ",": ",": ",": ",": ",": "
"860","I_B3_12,F_I5_8,PC_IND,HU","16 ","17 ","16 ","22 ","18 ","18 ","17 ","14 ","12 ","11 ","8 ","5 ","7 ","7 ",": ",": "
"861","I_B3_12,F_I5_8,PC_IND,IE","11 ","17 ","7 ","7 ","10 ","13 ","13 ","12 ","11 ","10 ","15 ","11 ","11 ","9 ",": ",": "
"862","I_B3_12,F_I5_8,PC_IND,IS","18 ",": ",": ","18 ","26 ","26 ","23 ","22 ","24 ","18 ","23 ","24 ","21 ","16 ",": ",": "
"863","I_B3_12,F_I5_8,PC_IND,IT","13 ","14 ","14 ","12 ","9 ","10 ","9 ","9 ","9 ","6 ","6 ","7 ","5 ",": ",": ",": "
"864","I_B3_12,F_I5_8,PC_IND,LT","12 ","12 ","16 ","13 ","12 ","12 ","11 ","9 ","5 ","4 ","3 ","2 ","2 ","0 n",": ",": "
"865","I_B3_12,F_I5_8,PC_IND,LU","11 ","9 ","13 ","12 ","10 ","9 ","10 ","13 ","13 ","18 ","13 ","12 ","8 ","13 ",": ",": "
"866","I_B3_12,F_I5_8,PC_IND,LV","15 ","15 b","16 ","16 ","16 ","15 ","17 ","16 ","18 ","12 ","9 ","8 ","4 ",": u",": ",": "
"867","I_B3_12,F_I5_8,PC_IND,ME","6 ",": ",": ",": ",": ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"868","I_B3_12,F_I5_8,PC_IND,MK","13 ","9 ","5 ","6 ","4 ","10 ",": ",": u",": u","0 ",": ",": u",": ",": u",": ",": "
"869","I_B3_12,F_I5_8,PC_IND,MT","12 ","10 ","10 ","8 ","7 ","10 ","12 ","18 ","11 ","10 ","13 ","6 ","5 ",": ",": ",": "
"870","I_B3_12,F_I5_8,PC_IND,NL","9 ","10 ","10 ","11 ","17 ","19 ","15 ","13 ","19 ","13 ","15 ","16 ","17 ",": ",": ",": "
"871","I_B3_12,F_I5_8,PC_IND,NO","14 ","19 ","14 ","20 ","16 ","16 ","12 ","15 ","13 ","18 ","16 ","13 ","24 ","10 ",": ",": "
"872","I_B3_12,F_I5_8,PC_IND,PL","15 ","15 ","16 ","15 ","13 ","16 ","14 ","13 ","9 ","12 ","9 ","8 ","4 ","5 ",": ",": "
"873","I_B3_12,F_I5_8,PC_IND,PT","13 ","13 ","16 ","17 ","17 ","15 ","18 ","12 ","9 ","9 ","11 ","7 ","5 ",": u",": ",": "
"874","I_B3_12,F_I5_8,PC_IND,RO","9 ","9 ","8 ","10 b","10 ","7 ","7 ","4 ","1 ","4 ","3 ","2 ",": ",": ",": ",": "
"875","I_B3_12,F_I5_8,PC_IND,RS","14 ",": ","13 ",": ",": ",": ",": ",": ","3 ",": ","3 ",": ",": ",": ",": ",": "
"876","I_B3_12,F_I5_8,PC_IND,SE","12 ","10 b","15 ","14 ","13 ","16 ","17 ","18 ","18 ","17 ","16 ","19 ","19 ","20 ",": ",": "
"877","I_B3_12,F_I5_8,PC_IND,SI","17 ","13 ","17 ","18 ","16 ","19 ","22 ","15 ","16 ","12 ","17 ","8 ",": u",": u",": ",": "
"878","I_B3_12,F_I5_8,PC_IND,SK","12 ","19 ","21 ","26 ","23 ","20 ","21 ","22 ","16 ","17 ","14 ","9 ","6 ","7 ",": ",": "
"879","I_B3_12,F_I5_8,PC_IND,TR","11 ","12 ","12 ","12 ","9 ","9 ",": ","4 ","3 ","5 ","4 ",": ","0 n","1 ",": ",": "
"880","I_B3_12,F_I5_8,PC_IND,UK","2 ","3 ","5 ","5 ","4 ","10 ","10 ","6 ","10 ","8 ","10 ","9 ","10 ","14 ",": ",": "
"881","I_B3_12,F_I5_8,PC_IND_ILT12,AT","11 ","11 ","15 ","12 ","15 ","10 ","10 ","17 ","16 ","14 ",": u","14 ","12 ","16 ",": ",": "
"882","I_B3_12,F_I5_8,PC_IND_ILT12,BE","13 ","11 ","17 ","14 ","18 ","18 ","18 ","16 ","14 ","12 ","11 ","11 ","8 ",": ",": ",": "
"883","I_B3_12,F_I5_8,PC_IND_ILT12,BG","12 ","11 ","13 ","12 ","10 ","10 ","5 ","5 ","5 ","4 ","4 ",": u",": ","1 ",": ",": "
"884","I_B3_12,F_I5_8,PC_IND_ILT12,CH","4 b",": ",": ","5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"885","I_B3_12,F_I5_8,PC_IND_ILT12,CY","11 ","11 ","8 ","7 ","9 ","7 ","12 ","8 ","7 ","4 ","4 ","6 ","4 ","4 ",": ",": "
"886","I_B3_12,F_I5_8,PC_IND_ILT12,CZ","25 ","23 b","23 ","21 ","24 ","22 ","24 ","20 ","18 ","15 ","17 ","13 ","9 ","11 ",": ",": "
"887","I_B3_12,F_I5_8,PC_IND_ILT12,DE","7 ","9 ","8 ","9 ","9 ","10 ","12 ","13 ","12 ","15 ","16 ","15 ","16 ","16 ",": ",": "
"888","I_B3_12,F_I5_8,PC_IND_ILT12,DK","9 b","9 ",": u","10 ","12 ","12 ","14 ","14 ","17 ","15 ","17 ","33 ","31 ","22 ",": ",": "
"889","I_B3_12,F_I5_8,PC_IND_ILT12,EA","12 ","13 ","14 ","14 ","14 ","14 ","14 ","13 ","14 ","14 ","13 ","12 ","11 ",": ",": ",": "
"890","I_B3_12,F_I5_8,PC_IND_ILT12,EE","14 ","12 ","16 ","15 b","9 ","10 ","5 ","7 ","12 ","7 ","6 ","6 ",": u","5 ",": ",": "
"891","I_B3_12,F_I5_8,PC_IND_ILT12,EL","9 ","13 ","12 ","9 ","12 ","9 ","10 ","9 ","5 ","5 ","6 ","8 ","1 ","3 ",": ",": "
"892","I_B3_12,F_I5_8,PC_IND_ILT12,ES","13 ","13 ","15 ","18 ","14 ","14 ","14 ","10 ","13 ","12 ","11 ","10 ","7 ","6 ",": ",": "
"893","I_B3_12,F_I5_8,PC_IND_ILT12,EU15","10 ","11 ","12 ","12 ","12 ","13 ","13 ","12 ","13 ","13 ","13 ","12 ","12 ","14 ",": ",": "
"894","I_B3_12,F_I5_8,PC_IND_ILT12,EU25",": ",": ",": ",": ",": ",": ",": ","12 ","13 ","13 ","13 ","12 ","11 ","13 ",": ",": "
"895","I_B3_12,F_I5_8,PC_IND_ILT12,EU27","11 ","12 ","13 ","13 ","12 ","14 ","13 ","12 ","13 ","13 ","12 ","12 ","11 ","13 ",": ",": "
"896","I_B3_12,F_I5_8,PC_IND_ILT12,EU28","11 ","12 ","13 ","13 ","12 ","14 ","13 ","12 ","13 ","13 ","12 ",": ",": ",": ",": ",": "
"897","I_B3_12,F_I5_8,PC_IND_ILT12,FI","14 ","20 ","21 ","15 ","16 ","20 ","18 ","19 ","21 ","23 ","20 ","20 ","17 ","13 ",": ",": "
"898","I_B3_12,F_I5_8,PC_IND_ILT12,FR","15 ","13 ","17 ","15 ","17 ","17 ","15 ","16 ","17 ","17 ","13 ","10 ",": ",": ",": ",": "
"899","I_B3_12,F_I5_8,PC_IND_ILT12,HR","13 ","14 ","13 ","14 ","14 ","14 ","16 ","11 ","8 ","4 ","9 ",": ",": ",": ",": ",": "
"900","I_B3_12,F_I5_8,PC_IND_ILT12,HU","17 ","17 ","17 ","23 ","19 ","19 ","18 ","15 ","14 ","13 ","10 ","7 ","9 ","10 ",": ",": "
"901","I_B3_12,F_I5_8,PC_IND_ILT12,IE","11 ","17 ","8 ","7 ","11 ","13 ","14 ","13 ","12 ","11 ","17 ","14 ","16 ","15 ",": ",": "
"902","I_B3_12,F_I5_8,PC_IND_ILT12,IS","18 ",": ",": ","18 ","26 ","26 ","23 ","22 ","25 ","18 ","23 ","24 ","21 ","16 ",": ",": "
"903","I_B3_12,F_I5_8,PC_IND_ILT12,IT","14 ","15 ","15 ","13 ","11 ","12 ","10 ","11 ","11 ","8 ","8 ","9 ","7 ",": ",": ",": "
"904","I_B3_12,F_I5_8,PC_IND_ILT12,LT","12 ","13 ","17 ","14 ","13 ","13 ","12 ","10 ","6 ","5 ","3 ","3 ","2 ","0 n",": ",": "
"905","I_B3_12,F_I5_8,PC_IND_ILT12,LU","11 ","10 ","13 ","12 ","10 ","9 ","11 ","13 ","13 ","19 ","14 ","13 ","9 ","16 ",": ",": "
"906","I_B3_12,F_I5_8,PC_IND_ILT12,LV","16 ","16 b","17 ","17 ","17 ","16 ","18 ","17 ","20 ","14 ","11 ","9 ","6 ",": u",": ",": "
"907","I_B3_12,F_I5_8,PC_IND_ILT12,ME","6 ",": ",": ",": ",": ","7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"908","I_B3_12,F_I5_8,PC_IND_ILT12,MK","14 ","9 ","5 ","6 ","5 ","11 ",": ",": u",": u","0 ",": ",": u",": ",": u",": ",": "
"909","I_B3_12,F_I5_8,PC_IND_ILT12,MT","13 ","10 ","10 ","8 ","7 ","10 ","12 ","19 ","12 ","11 ","15 ","17 ","6 ",": ",": ",": "
"910","I_B3_12,F_I5_8,PC_IND_ILT12,NL","9 ","10 ","10 ","11 ","17 ","19 ","15 ","14 ","19 ","13 ","15 ","17 ","18 ",": ",": ",": "
"911","I_B3_12,F_I5_8,PC_IND_ILT12,NO","14 ","19 ","14 ","20 ","17 ","16 ","12 ","15 ","13 ","18 ","17 ","14 ","25 ","11 ",": ",": "
"912","I_B3_12,F_I5_8,PC_IND_ILT12,PL","15 ","15 ","16 ","16 ","14 ","17 ","15 ","14 ","10 ","14 ","11 ","10 ","5 ","7 ",": ",": "
"913","I_B3_12,F_I5_8,PC_IND_ILT12,PT","14 ","14 ","16 ","18 ","18 ","15 ","19 ","13 ","9 ","10 ","12 ","9 ","6 ",": u",": ",": "
"914","I_B3_12,F_I5_8,PC_IND_ILT12,RO","10 ","10 ","9 ","11 b","10 ","8 ","8 ","4 ","1 ","5 ","4 ","3 ",": ",": ",": ",": "
"915","I_B3_12,F_I5_8,PC_IND_ILT12,RS","16 ",": ","15 ",": ",": ",": ",": ",": ","5 ",": ","4 ",": ",": ",": ",": ",": "
"916","I_B3_12,F_I5_8,PC_IND_ILT12,SE","12 ","10 b","16 ","14 ","14 ","16 ","17 ","19 ","18 ","17 ","18 ","20 ","19 ","21 ",": ",": "
"917","I_B3_12,F_I5_8,PC_IND_ILT12,SI","17 ","13 ","17 ","18 ","16 ","21 ","22 ","16 ","17 ","13 ","18 ","9 ",": u",": u",": ",": "
"918","I_B3_12,F_I5_8,PC_IND_ILT12,SK","12 ","19 ","21 ","27 ","24 ","20 ","22 ","23 ","18 ","19 ","15 ","10 ","8 ","8 ",": ",": "
"919","I_B3_12,F_I5_8,PC_IND_ILT12,TR","11 ","13 ","13 ","13 ","10 ","10 ",": ","5 ","4 ","6 ","5 ",": ","0 n","2 ",": ",": "
"920","I_B3_12,F_I5_8,PC_IND_ILT12,UK","2 ","3 ","5 ","5 ","4 ","10 ","10 ","6 ","10 ","9 ","11 ","10 ","11 ","16 ",": ",": "
"921","I_B3_12,F_Y16_19,PC_IND,AT","22 ","10 ","22 ","20 ","17 ","24 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"922","I_B3_12,F_Y16_19,PC_IND,BE","15 ","16 ","18 ","14 ","19 ","11 ","16 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"923","I_B3_12,F_Y16_19,PC_IND,BG","7 ","11 ","7 ","7 ","5 ","3 ","4 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"924","I_B3_12,F_Y16_19,PC_IND,CH","12 b",": ",": ","18 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"925","I_B3_12,F_Y16_19,PC_IND,CY","11 ","5 ","3 ","3 ","4 ","2 ","4 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"926","I_B3_12,F_Y16_19,PC_IND,CZ","20 ","14 ","24 ","14 ","16 ","20 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"927","I_B3_12,F_Y16_19,PC_IND,DE","9 ","15 ","13 ","12 ","10 ","15 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"928","I_B3_12,F_Y16_19,PC_IND,DK","16 ","11 ","21 ","10 ","18 ","22 ","19 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"929","I_B3_12,F_Y16_19,PC_IND,EA","12 ","14 ","15 ","14 ","15 ","14 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"930","I_B3_12,F_Y16_19,PC_IND,EE","9 ","12 ","19 ","15 b","9 ","4 ","3 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"931","I_B3_12,F_Y16_19,PC_IND,EL","9 ","8 ","7 ","8 ","11 ","7 ","2 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"932","I_B3_12,F_Y16_19,PC_IND,ES","10 ","13 ","12 ","8 ","9 ","6 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"933","I_B3_12,F_Y16_19,PC_IND,EU15","11 ","13 ","16 ","13 ","14 ","14 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"934","I_B3_12,F_Y16_19,PC_IND,EU27","12 ","13 ","15 ","13 ","14 ","14 ","12 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"935","I_B3_12,F_Y16_19,PC_IND,EU28","12 ","13 ","15 ","13 ","14 ","14 ","12 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"936","I_B3_12,F_Y16_19,PC_IND,FI","16 u","30 u","29 ","20 ","26 ","26 ","25 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"937","I_B3_12,F_Y16_19,PC_IND,FR","14 ","14 ","22 ","24 ","28 ","20 ","16 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"938","I_B3_12,F_Y16_19,PC_IND,HR","21 u","7 u","9 u","6 ","15 ","14 u","7 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"939","I_B3_12,F_Y16_19,PC_IND,HU","15 ","12 ","24 ","15 ","7 ","13 ","8 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"940","I_B3_12,F_Y16_19,PC_IND,IE","4 u","21 u","13 ","7 ","21 ","16 ","9 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"941","I_B3_12,F_Y16_19,PC_IND,IS","27 ",": ",": ","28 ","32 ","20 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"942","I_B3_12,F_Y16_19,PC_IND,IT","14 ","11 ","12 ","8 ","7 ","6 ","5 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"943","I_B3_12,F_Y16_19,PC_IND,LT","12 ","11 ","16 ","8 ","9 ","7 ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"944","I_B3_12,F_Y16_19,PC_IND,LU","20 ","17 ","31 ","11 ","14 ","16 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"945","I_B3_12,F_Y16_19,PC_IND,LV","18 ","16 b","5 ","15 ","7 ","17 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"946","I_B3_12,F_Y16_19,PC_IND,ME","23 u",": ",": ",": ",": ","0 u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"947","I_B3_12,F_Y16_19,PC_IND,MK",": u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"948","I_B3_12,F_Y16_19,PC_IND,MT","4 u","12 u","3 u","12 u","16 u","26 u","20 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"949","I_B3_12,F_Y16_19,PC_IND,NL","16 ","11 ","16 ","19 ","19 ","21 ","23 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"950","I_B3_12,F_Y16_19,PC_IND,NO","24 u","21 u","15 u","20 u","21 u","15 u","22 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"951","I_B3_12,F_Y16_19,PC_IND,PL","16 ","16 ","15 ","16 ","18 ","17 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"952","I_B3_12,F_Y16_19,PC_IND,PT","11 ","10 ","10 ","13 ","11 ","14 ","5 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"953","I_B3_12,F_Y16_19,PC_IND,RO","5 ","5 ","4 ","7 b","4 ","3 ","2 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"954","I_B3_12,F_Y16_19,PC_IND,RS","12 u",": ","7 u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"955","I_B3_12,F_Y16_19,PC_IND,SE","15 u","14 bu","13 u","20 u","20 u","15 u","20 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"956","I_B3_12,F_Y16_19,PC_IND,SI","20 ","37 u","19 ","28 u","28 ","22 u","23 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"957","I_B3_12,F_Y16_19,PC_IND,SK","16 ","19 ","17 ","20 ","19 ","22 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"958","I_B3_12,F_Y16_19,PC_IND,TR","6 ","5 ","4 ","3 ","2 ","2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"959","I_B3_12,F_Y16_19,PC_IND,UK","6 u","10 u",": u","8 ","8 ","15 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"960","I_B3_12,F_Y16_19,PC_IND_ILT12,AT","22 ","10 ","22 ","20 ","17 ","24 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"961","I_B3_12,F_Y16_19,PC_IND_ILT12,BE","15 ","16 ","18 ","14 ","19 ","12 ","17 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"962","I_B3_12,F_Y16_19,PC_IND_ILT12,BG","8 ","12 ","8 ","8 ","6 ","3 ","4 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"963","I_B3_12,F_Y16_19,PC_IND_ILT12,CH","12 b",": ",": ","18 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"964","I_B3_12,F_Y16_19,PC_IND_ILT12,CY","11 ","5 ","3 ","3 ","5 ","2 ","4 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"965","I_B3_12,F_Y16_19,PC_IND_ILT12,CZ","20 ","14 ","24 ","14 ","17 ","21 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"966","I_B3_12,F_Y16_19,PC_IND_ILT12,DE","9 ","15 ","13 ","12 ","11 ","15 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"967","I_B3_12,F_Y16_19,PC_IND_ILT12,DK","16 ","11 ","21 ","10 ","18 ","23 ","19 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"968","I_B3_12,F_Y16_19,PC_IND_ILT12,EA","12 ","14 ","15 ","14 ","15 ","14 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"969","I_B3_12,F_Y16_19,PC_IND_ILT12,EE","9 ","12 ","19 ","15 b","9 ","4 ","3 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"970","I_B3_12,F_Y16_19,PC_IND_ILT12,EL","10 ","8 ","7 ","8 ","11 ","7 ","3 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"971","I_B3_12,F_Y16_19,PC_IND_ILT12,ES","10 ","14 ","12 ","8 ","10 ","6 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
